file,RandomForest(before preprocessing),KNN,RandomForest(after preprocessing)
nutch-2.2_aggregated.csv,0.4346822443114901,0.4562360660491926,0.4581306210151488
nutch-2.3_aggregated.csv,0.8044201056131429,0.7836387632791709,0.8132411989915025
opennlp-1.7.0_aggregated.csv,-1.0,0.8399003824601975,-1.0
opennlp-1.8.0_aggregated.csv,-1.0,0.9366861532617184,-1.0
parquet-mr-1.0.0_aggregated.csv,0.945607832472124,1.0,0.945607832472124
parquet-mr-1.1.0_aggregated.csv,0.947639867005262,0.9461670973298879,0.947639867005262
parquet-mr-1.2.0_aggregated.csv,0.9496513354983259,1.0,0.9496513354983259
parquet-mr-1.3.0_aggregated.csv,0.9546855174913904,0.9546855174913904,1.0
parquet-mr-1.4.0_aggregated.csv,0.7266253856534738,0.7482772725842485,0.9580927156758388
parquet-mr-1.5.0_aggregated.csv,0.6296080724274958,0.7263680835732679,0.7259406326508241
parquet-mr-1.6.0_aggregated.csv,1.0,0.8945700037603365,1.0
parquet-mr-1.7.0_aggregated.csv,0.735865502713982,0.7031351203936229,0.7760819947023037
parquet-mr-1.8.0_aggregated.csv,0.5115995115995116,0.6303586001632182,0.6061441512406459
parquet-mr-1.9.0_aggregated.csv,-1.0,0.4818910974941464,0.32716096972925235
santuario-java-1.0.0_aggregated.csv,-1.0,-1.0,-1.0
santuario-java-1.2_aggregated.csv,-1.0,-1.0,-1.0
santuario-java-1.4.5_aggregated.csv,-1.0,0.9403020715181184,0.9446933244842652
santuario-java-1.5.9_aggregated.csv,-0.4824961948249619,-0.4824961948249619,-0.5753397282174261
santuario-java-2.0.0_aggregated.csv,-1.0,0.3485453703862441,-1.0
santuario-java-2.1.0_aggregated.csv,-1.0,-1.0,-1.0
systemml-0.10_aggregated.csv,0.8455624662971364,0.9037985156110959,0.9423714335195956
systemml-0.11_aggregated.csv,0.7672892938736309,0.8166740048616483,0.8527327283102921
systemml-0.12_aggregated.csv,0.8666513440922379,0.9235624347912438,0.9241509033983959
systemml-0.13_aggregated.csv,0.8985824372784723,0.8989710503052545,0.8859076659516881
systemml-0.14_aggregated.csv,0.7908981605856671,0.8549144904881524,0.8471602372073118
systemml-0.15_aggregated.csv,0.8468422755896224,0.8453489487387139,0.8564655437563651
systemml-0.9_aggregated.csv,0.8222943722149824,0.8776829283994492,0.8737168455592809
systemml-1.0.0_aggregated.csv,0.8979167986708063,0.9272559929683388,0.9241594191990428
systemml-1.1.0_aggregated.csv,0.8454636463394879,0.8234843454721896,0.8693603691389604
systemml-1.2.0_aggregated.csv,-1.0,-1.0,-1.0
tika-0.10_aggregated.csv,0.5818343533035086,0.7064367087551916,0.7330952872253573
tika-0.1_aggregated.csv,0.6203973174743769,0.5213020584011488,0.6203973174743769
tika-0.2_aggregated.csv,0.3751301812122474,0.4009784019434923,0.4683835907735018
tika-0.3_aggregated.csv,0.44452159422302456,0.6405662464056625,0.6771309358235644
tika-0.4_aggregated.csv,0.7290486899504159,0.8867785671827677,0.8009482103434549
tika-0.5_aggregated.csv,0.8999209375406572,1.0,1.0
tika-0.6_aggregated.csv,0.6416434232609255,0.6909030386608969,0.7523088354976823
tika-0.7_aggregated.csv,0.40329381812395576,0.7582182104354916,0.6138783165094599
tika-0.8_aggregated.csv,0.38486127833187,0.5043325838241192,0.5577849941708022
tika-0.9_aggregated.csv,0.3567376075433503,0.4253449182462378,0.4390941370313056
tika-1.0_aggregated.csv,0.6861218612186122,0.7253269916765754,0.7323290845886443
tika-1.10_aggregated.csv,0.9772477835549146,0.9771655983428748,0.9772477835549146
tika-1.11_aggregated.csv,0.8973630706729904,0.8788609467882288,0.91621770283512
tika-1.12_aggregated.csv,0.8994553351871855,0.9373606501419826,0.8994553351871855
tika-1.13_aggregated.csv,0.9408579334931898,0.9583966051629812,0.9792315474771768
tika-1.14_aggregated.csv,0.8620208267387405,0.8760298866362185,0.9093985422225443
tika-1.15_aggregated.csv,0.8990098152841429,0.953866607392247,0.9539679617013441
tika-1.16_aggregated.csv,0.8872421545205325,0.9841683278450204,0.9843234548379182
tika-1.17_aggregated.csv,0.90229013316459,0.9396445061411716,0.9398273043635232
tika-1.1_aggregated.csv,0.7328567497749318,0.7395904129208942,0.8112884550320607
tika-1.2_aggregated.csv,0.6391442563794141,0.6529786003470214,0.7493446406750984
tika-1.3_aggregated.csv,0.9287314192628792,0.9276036818698936,0.9624082079733488
tika-1.4_aggregated.csv,0.8176685890249996,0.8176685890249996,0.8690416786147319
tika-1.5_aggregated.csv,0.9667862942769287,0.8729180400784731,0.9330912226835624
tika-1.6_aggregated.csv,0.8638053687923622,0.858059835664832,0.821358504770685
tika-1.7_aggregated.csv,0.9208450233507182,0.8683805709979878,0.8719379155014351
tika-1.8_aggregated.csv,1.0,0.9079990247896628,0.9526786000102994
tika-1.9_aggregated.csv,0.8555688523913672,0.8361246763462358,0.8373190174068651
wss4j-1.5.0_aggregated.csv,-1.0,-1.0,-1.0
wss4j-1.6.0_aggregated.csv,-1.0,0.21336235152214386,0.3692178301093356
wss4j-2.0.0_aggregated.csv,0.8583059293064665,0.8678360033607416,0.8737362349949044
wss4j-2.1.0_aggregated.csv,0.8770707721126266,0.8749851172758661,0.8761061946902655
wss4j-2.2.0_aggregated.csv,-1.0,-1.0,-1.0
